"","V1"
"X522.5",3.42299008369446
"X523.5",3.82257759571075
"X524.5",4.88386734326681
"X525.5",6.92706702897946
"X526.5",7.79553638398647
"X527.5",8.69412616888682
"X528.5",7.58082213997841
"X529.5",7.59012971818447
"X530.5",7.95491324365139
"X531.5",6.71468390027682
"X532.5",4.95590380827586
"X533.5",4.69941618045171
"X534.5",3.32987984021505
"X535.5",4.39655615886053
"X536.5",5.74063123265902
"X537.5",7.12575701624155
"X538.5",7.8346810132886
"X539.5",8.60491578777631
"X540.5",8.06286040941874
"X541.5",8.1738250652949
"X542.5",7.90533202886581
"X543.5",7.02903706207871
"X544.5",5.64122488101323
"X545.5",4.77031524976095
"X546.5",3.93317830562592
"X547.5",3.88513056437175
"X548.5",5.15314575036367
"X549.5",6.99606216450532
"X550.5",7.68357075378299
"X551.5",8.37378092606862
"X552.5",7.37668907642365
"X553.5",7.86152526239554
"X554.5",7.70868001381556
"X555.5",6.70324042982732
"X556.5",4.63715833425522
"X557.5",5.40525452295939
"X558.5",3.3695106903712
"X559.5",4.82421837250392
"X560.5",5.33618092536926
"X561.5",7.00987577810884
"X562.5",7.88654261827469
"X563.5",8.61784328023593
"X564.5",8.77487976352374
"X565.5",7.90666633844376
"X566.5",7.28621711333593
"X567.5",6.89631803023318
"X568.5",5.70742467045784
"X569.5",5.8490887482961
"X570.5",3.34164023399353
"X571.5",4.76801002025604
"X572.5",6.22781464457512
"X573.5",7.26902261376381
"X574.5",7.53345766415199
"X575.5",8.02123219271501
"X576.5",7.26202186942101
"X577.5",7.09547568547229
"X578.5",6.47529469740887
"X579.5",5.6414093375206
"X580.5",4.17556909720103
"X581.5",4.95755646626155
"X582.5",3.36255514621735
"X583.5",4.40887443224589
"X584.5",5.07273598512014
"X585.5",7.14795709153016
"X586.5",8.22276106197387
"X587.5",7.76160649458567
"X588.5",8.00005494554837
"X589.5",7.59776054819425
"X590.5",7.09558965203663
"X591.5",6.65117436647415
"X592.5",5.56560520331065
"X593.5",4.23686337471008
"X594.5",3.62608989079793
"X595.5",3.97850779692332
"X596.5",6.12023649613062
"X597.5",7.6310015656054
"X598.5",8.64011444648107
"X599.5",8.56929683685303
"X600.5",8.55491928259532
"X601.5",9.13787428538004
"X602.5",8.52538851896922
"X603.5",7.63430307479575
"X604.5",6.04024964570999
"X605.5",6.37647054592768
"X606.5",3.84919464588165
"X607.5",4.73043100039164
"X608.5",6.20216999451319
"X609.5",7.13633744046092
"X610.5",7.4075904811422
"X611.5",7.8150625427564
"X612.5",7.64097916086515
"X613.5",6.91507499416669
"X614.5",7.00423947970072
"X615.5",6.63026967893044
"X616.5",5.55634071429571
"X617.5",5.10970461368561
"X618.5",3.37015489737193
"X619.5",4.49548602104187
"X620.5",5.98625245690346
"X621.5",6.63180177410444
"X622.5",8.18815616176774
"X623.5",7.91161501407623
"X624.5",7.35640747348467
"X625.5",6.77925830086072
"X626.5",6.95511895293991
"X627.5",6.606243463854
"X628.5",5.06515411535899
"X629.5",4.87942880392075
"X630.5",3.60421824455261
"X631.5",3.97637581825256
"X632.5",5.84990590810776
"X633.5",7.46064840008815
"X634.5",8.19974830249945
"X635.5",8.27855243285497
"X636.5",8.01335761944453
"X637.5",7.73030222455661
"X638.5",7.50794210533301
"X639.5",6.44277980923653
"X640.5",6.16232239206632
"X641.5",5.63380328814189
"X642.5",4.23401288191477
"X643.5",4.13494074344635
"X644.5",5.48274324337641
"X645.5",7.29056980429838
"X646.5",8.24040674666564
"X647.5",8.50251505772273
"X648.5",7.79601443807284
"X649.5",7.89716940621535
"X650.5",7.63007120663921
"X651.5",7.180090245946
"X652.5",5.6225592593352
"X653.5",6.21057146787643
"X654.5",3.99110770225525
"X655.5",4.5764218767484
"X656.5",6.49552996642888
"X657.5",7.75330384572347
"X658.5",8.21220208828648
"X659.5",8.85919237136841
"X660.5",7.67164102196693
"X661.5",7.90468688805898
"X662.5",7.4490601370732
"X663.5",6.98960035791
"X664.5",5.83995676537355
"X665.5",6.2958694199721
"X666.5",3.72657636801402
"X667.5",4.96591516335805
"X668.5",6.37645549575488
"X669.5",7.27385522797704
"X670.5",8.60000415146351
"X671.5",8.84036874771118
"X672.5",9.18866403897603
"X673.5",9.06220023830732
"X674.5",8.31047796954711
"X675.5",7.42337675462477
"X676.5",5.43706081310908
"X677.5",4.91742783784866
"X678.5",4.09503571192423
"X679.5",4.53588338692983
"X680.5",5.73414087295532
"X681.5",7.020494385312
"X682.5",7.31637876791259
"X683.5",8.53230374058088
