"","V1"
"X252.5",172.815856933594
"X253.5",99.3420295715332
"X254.5",70.1850242614746
"X255.5",80.4657878875732
"X256.5",10.7151699066162
"X257.5",6.91744422912598
"X258.5",1.17082244157791
"X259.5",30.9379348754883
"X260.5",56.8764553070068
"X261.5",96.3577423095703
"X262.5",75.617546081543
"X263.5",168.327377319336
"X264.5",145.773246765137
"X265.5",71.3941078186035
"X266.5",58.8875923156738
"X267.5",80.5592384338379
"X268.5",2.969841837883
"X269.5",3.23921346664429
"X270.5",1.85995715856552
"X271.5",10.7271294593811
"X272.5",77.3508071899414
"X273.5",60.6055507659912
"X274.5",144.831401824951
"X275.5",78.742733001709
"X276.5",114.978397369385
"X277.5",65.6147384643555
"X278.5",45.8867149353027
"X279.5",64.8690147399902
"X280.5",21.9212512969971
"X281.5",7.04621076583862
"X282.5",3.87690687179565
"X283.5",3.05149137973785
"X284.5",28.9666500091553
"X285.5",22.5089044570923
"X286.5",52.1354713439941
"X287.5",118.127983093262
"X288.5",162.224510192871
"X289.5",128.091850280762
"X290.5",85.5694961547852
"X291.5",44.0195465087891
"X292.5",16.0873613357544
"X293.5",17.4060020446777
"X294.5",4.75714254379272
"X295.5",26.8300580978394
"X296.5",8.64946603775024
"X297.5",95.6231651306152
"X298.5",186.899787902832
"X299.5",178.679122924805
"X300.5",138.4072265625
"X301.5",94.9080963134766
"X302.5",72.8883476257324
"X303.5",105.078720092773
"X304.5",35.1775932312012
"X305.5",16.9078979492188
"X306.5",0.884166210889816
"X307.5",6.36907815933228
"X308.5",63.5464992523193
"X309.5",44.1814556121826
"X310.5",173.794647216797
"X311.5",203.34400177002
"X312.5",133.150661468506
"X313.5",102.004779815674
"X314.5",98.3529052734375
"X315.5",125.092823028564
"X316.5",16.1538724899292
"X317.5",2.50548577308655
"X318.5",4.63543677330017
"X319.5",18.4377641677856
"X320.5",102.588371276855
"X321.5",15.1062669754028
"X322.5",80.354564666748
"X323.5",185.224334716797
"X324.5",114.510604858398
"X325.5",70.7869491577148
"X326.5",44.7160472869873
"X327.5",56.2489223480225
"X328.5",11.6055345535278
"X329.5",7.04753613471985
"X330.5",35.5083017349243
"X331.5",8.38982486724854
"X332.5",14.7156891822815
"X333.5",51.5610694885254
"X334.5",130.841487884521
"X335.5",125.241363525391
"X336.5",104.161197662354
"X337.5",73.4965591430664
"X338.5",109.81315612793
"X339.5",108.348220825195
"X340.5",37.884349822998
"X341.5",1.93940341472626
"X342.5",0.806081891059875
"X343.5",1.96071416139603
"X344.5",16.882963180542
"X345.5",50.3096809387207
"X346.5",16.4007754325867
"X347.5",162.656806945801
"X348.5",132.968070983887
"X349.5",92.5635070800781
"X350.5",68.7646923065186
"X351.5",69.5231819152832
"X352.5",8.98206663131714
"X353.5",17.7351341247559
"X354.5",2.10122907161713
"X355.5",24.7598009109497
"X356.5",51.9149646759033
"X357.5",30.866735458374
"X358.5",47.4549751281738
"X359.5",98.1081581115723
"X360.5",131.836288452148
"X361.5",72.8808403015137
"X362.5",40.5290813446045
"X363.5",52.691593170166
"X364.5",16.28187084198
"X365.5",85.606086730957
"X366.5",1.22670835256577
"X367.5",13.7601952552795
"X368.5",30.2082042694092
"X369.5",88.7251014709473
"X370.5",97.1095886230469
"X371.5",113.499671936035
"X372.5",128.528762817383
"X373.5",77.595588684082
"X374.5",77.9541778564453
"X375.5",57.9739170074463
"X376.5",16.3965377807617
"X377.5",37.2580795288086
"X378.5",3.36089324951172
"X379.5",2.98439824581146
"X380.5",26.3691205978394
"X381.5",41.9662952423096
"X382.5",54.8950061798096
"X383.5",112.356925964355
"X384.5",120.856716156006
"X385.5",71.496410369873
"X386.5",38.6863632202148
"X387.5",34.2590951919556
"X388.5",2.30755704641342
"X389.5",10.6244850158691
"X390.5",3.85306298732758
"X391.5",72.9394111633301
"X392.5",24.4425048828125
"X393.5",64.9971408843994
"X394.5",93.2629470825195
"X395.5",138.48713684082
"X396.5",127.554237365723
"X397.5",71.5300636291504
"X398.5",70.4992237091064
"X399.5",108.704372406006
"X400.5",19.4997882843018
"X401.5",3.39955449104309
"X402.5",3.82534098625183
"X403.5",27.4237098693848
"X404.5",40.0102272033691
"X405.5",63.4866199493408
"X406.5",141.411594390869
"X407.5",208.831756591797
"X408.5",108.034088134766
"X409.5",108.602077484131
"X410.5",79.0281944274902
"X411.5",91.4638061523438
"X412.5",16.1937913894653
"X413.5",4.93016052246094
"X414.5",1.08511874079704
"X415.5",5.70794558525085
"X416.5",23.4486589431763
"X417.5",46.2543449401855
"X418.5",86.6145401000977
"X419.5",160.476524353027
"X420.5",81.4591102600098
"X421.5",86.0634727478027
"X422.5",91.3930244445801
"X423.5",20.9313869476318
"X424.5",10.7065997123718
"X425.5",2.40892899036407
"X426.5",3.09085834026337
"X427.5",2.31056249141693
"X428.5",19.9111347198486
"X429.5",29.7813320159912
"X430.5",95.0351028442383
"X431.5",159.958862304688
"X432.5",124.765930175781
"X433.5",56.9648494720459
"X434.5",69.7795352935791
"X435.5",47.037769317627
"X436.5",23.9333362579346
"X437.5",2.16205358505249
"X438.5",4.97440719604492
"X439.5",12.2002158164978
"X440.5",32.7896203994751
"X441.5",31.3449001312256
"X442.5",106.482353210449
"X443.5",132.083423614502
"X444.5",120.521575927734
"X445.5",97.8459053039551
"X446.5",104.447731018066
"X447.5",75.3821678161621
"X448.5",18.5646047592163
"X449.5",2.64884305000305
"X450.5",1.6176393032074
"X451.5",23.4247150421143
"X452.5",44.656702041626
"X453.5",45.5461711883545
"X454.5",148.411121368408
"X455.5",130.372871398926
"X456.5",95.3654594421387
"X457.5",79.1439933776855
"X458.5",91.526123046875
"X459.5",50.072473526001
"X460.5",2.2196232676506
"X461.5",15.6307997703552
"X462.5",1.13928753137589
"X463.5",2.89725720882416
"X464.5",10.5987553596497
"X465.5",100.234272003174
"X466.5",103.955741882324
"X467.5",39.9593448638916
"X468.5",81.2903633117676
"X469.5",78.457576751709
"X470.5",101.275142669678
"X471.5",85.1050987243652
"X472.5",14.0230979919434
"X473.5",5.04121685028076
"X474.5",1.95484459400177
"X475.5",1.51095592975616
"X476.5",56.2251605987549
"X477.5",52.3281154632568
"X478.5",59.709342956543
"X479.5",92.6547431945801
"X480.5",116.440166473389
"X481.5",100.895706176758
"X482.5",51.3909778594971
"X483.5",26.5935583114624
"X484.5",10.569046497345
"X485.5",28.7031812667847
"X486.5",2.77440631389618
"X487.5",18.9600076675415
"X488.5",20.6560955047607
"X489.5",112.754962921143
"X490.5",28.8181247711182
"X491.5",151.655807495117
"X492.5",153.649047851562
"X493.5",63.8382034301758
"X494.5",113.333011627197
"X495.5",63.324893951416
"X496.5",52.9724235534668
"X497.5",4.63123178482056
"X498.5",9.23910045623779
"X499.5",14.8200297355652
"X500.5",30.0864610671997
"X501.5",74.7601661682129
"X502.5",99.9649505615234
"X503.5",110.695766448975
"X504.5",62.6101360321045
"X505.5",115.514274597168
"X506.5",88.6051330566406
"X507.5",71.764461517334
"X508.5",20.1095457077026
"X509.5",6.3284900188446
"X510.5",29.2426910400391
"X511.5",16.9846439361572
"X512.5",59.810396194458
"X513.5",94.6044273376465
"X514.5",116.930397033691
"X515.5",148.139465332031
"X516.5",133.686847686768
"X517.5",92.7656631469727
"X518.5",94.1510047912598
"X519.5",70.0970516204834
"X520.5",11.0285177230835
"X521.5",18.3072605133057
"X522.5",1.82569622993469
"X523.5",22.3510808944702
"X524.5",30.6964244842529
"X525.5",48.2794532775879
"X526.5",50.4832553863525
"X527.5",141.261875152588
"X528.5",125.743453979492
"X529.5",100.092555999756
"X530.5",61.0732860565186
"X531.5",58.3881092071533
"X532.5",19.042552947998
"X533.5",9.93109607696533
"X534.5",8.05723714828491
"X535.5",30.3855905532837
"X536.5",52.2324466705322
"X537.5",36.0789566040039
"X538.5",83.1173458099365
"X539.5",126.712802886963
"X540.5",75.0327529907227
